chr1	locus1	chr2	locus2	freq
1	171164	1	204567	62
1	174886	1	204567	72
2	9409	2	39289	54
2	9409	2	41562	53
2	9409	2	43291	41
2	9409	2	54516	37
2	9409	2	60193	31
2	9409	2	65265	26
2	9409	2	71465	34
2	9409	2	77673	19
2	9409	2	91365	15
2	9409	2	414943	6
2	9409	2	437804	14
2	9409	2	532885	6
2	9409	2	538141	11
2	9409	2	727864	7
2	11430	2	71465	20
2	11430	2	75701	35
2	14347	2	35910	135
2	14347	2	39289	159
2	14347	2	41562	166
2	14347	2	43291	79
2	14347	2	44988	88
2	14347	2	48741	41
2	14347	2	54516	73
2	14347	2	55874	36
2	14347	2	60193	74
2	14347	2	65265	58
2	14347	2	71465	57
2	14347	2	75701	43
2	14347	2	91365	29
2	14347	2	93644	30
2	14347	2	95059	31
2	14347	2	97402	32
2	14347	2	99601	28
2	14347	2	107437	14
2	14347	2	133258	23
2	14347	2	193504	18
2	14347	2	290117	9
2	14347	2	312591	9
2	14347	2	337328	8
2	14347	2	353543	12
2	14347	2	357000	8
2	14347	2	467838	6
2	14347	2	492269	8
2	18821	2	39289	223
2	18821	2	41562	123
2	18821	2	43291	105
2	18821	2	44988	114
2	18821	2	54516	93
2	18821	2	65265	72
2	18821	2	75701	39
2	18821	2	81169	29
2	18821	2	86934	39
2	18821	2	99601	26
2	18821	2	102360	19
2	18821	2	133258	15
2	18821	2	366540	8
2	18821	2	375119	10
2	18821	2	412447	7
2	18821	2	680504	8
2	21002	2	71465	34
2	21002	2	81169	20
2	21002	2	118500	21
2	22218	2	44988	69
2	22218	2	53344	43
2	22218	2	54516	36
2	22218	2	55874	45
2	22218	2	57727	42
2	22218	2	65265	36
2	22218	2	71465	64
2	22218	2	77673	25
2	22218	2	128146	13
2	22218	2	133258	16
2	22218	2	375119	7
2	22218	2	683501	6
2	28315	2	65265	51
2	28315	2	71465	45
2	28315	2	118500	20
2	35910	2	60193	111
2	35910	2	74057	75
2	35910	2	81169	58
2	35910	2	86934	33
2	35910	2	97402	27
2	35910	2	99601	28
2	35910	2	128146	21
2	35910	2	283653	9
2	35910	2	305529	9
2	35910	2	366540	9
2	35910	2	372293	10
2	35910	2	389582	8
2	35910	2	414943	9
2	35910	2	437804	7
2	35910	2	538141	8
2	35910	2	592883	10
2	35910	2	683501	9
2	35910	2	727864	7
2	39289	2	60193	163
2	39289	2	65265	77
2	39289	2	71465	68
2	39289	2	74057	88
2	39289	2	75701	70
2	39289	2	81169	64
2	39289	2	86934	44
2	39289	2	91365	59
2	39289	2	95059	33
2	39289	2	97402	58
2	39289	2	133258	14
2	39289	2	278991	11
2	39289	2	353543	11
2	39289	2	366540	8
2	39289	2	400155	8
2	39289	2	412447	8
2	39289	2	414943	14
2	39289	2	437804	9
2	39289	2	538141	12
2	39289	2	542390	9
2	39289	2	592883	11
2	39289	2	627303	9
2	41562	2	71465	97
2	41562	2	74057	103
2	41562	2	75701	65
2	41562	2	81169	95
2	41562	2	86934	44
2	41562	2	91365	73
2	41562	2	93644	36
2	41562	2	95059	40
2	41562	2	97402	41
2	41562	2	99601	39
2	41562	2	118500	42
2	41562	2	133258	21
2	41562	2	414943	12
2	41562	2	420443	8
2	41562	2	695577	7
2	43291	2	71465	66
2	43291	2	74057	77
2	43291	2	75701	55
2	43291	2	99601	31
2	43291	2	118500	20
2	43291	2	411671	9
2	43291	2	694196	7
2	44988	2	71465	62
2	44988	2	74057	108
2	44988	2	75701	56
2	44988	2	81169	77
2	44988	2	86934	50
2	44988	2	91365	60
2	44988	2	97402	45
2	44988	2	99601	42
2	44988	2	118500	36
2	44988	2	133258	19
2	44988	2	137328	17
2	44988	2	152882	16
2	44988	2	160950	15
2	44988	2	276214	10
2	44988	2	278991	9
2	44988	2	375119	9
2	44988	2	389582	9
2	44988	2	602709	8
2	48741	2	71465	79
2	48741	2	81169	38
2	48741	2	366540	8
2	53344	2	74057	57
2	53344	2	77130	54
2	53344	2	77673	74
2	53344	2	81169	89
2	54516	2	75701	131
2	54516	2	133258	17
2	54516	2	137328	19
2	54516	2	359367	8
2	54516	2	400155	12
2	54516	2	402459	7
2	54516	2	486817	13
2	54516	2	527771	6
2	57727	2	99601	29
2	57727	2	133258	30
2	57727	2	337328	8
2	57727	2	366540	9
2	60193	2	91365	153
2	60193	2	95059	94
2	60193	2	97402	153
2	60193	2	99601	79
2	60193	2	102360	43
2	60193	2	133258	32
2	60193	2	301976	10
2	60193	2	337328	17
2	60193	2	340549	10
2	60193	2	364482	12
2	60193	2	366540	8
2	60193	2	375119	16
2	60193	2	532885	8
2	65265	2	86934	144
2	65265	2	91365	116
2	65265	2	93644	83
2	65265	2	95059	57
2	65265	2	97402	85
2	65265	2	99601	56
2	65265	2	102360	64
2	65265	2	107437	68
2	65265	2	113581	42
2	65265	2	118500	68
2	65265	2	123381	38
2	65265	2	133258	31
2	65265	2	137328	22
2	65265	2	152882	20
2	65265	2	156794	13
2	65265	2	171075	17
2	65265	2	177394	15
2	65265	2	190351	16
2	65265	2	273716	9
2	65265	2	276214	10
2	65265	2	344212	8
2	65265	2	364482	15
2	65265	2	368032	10
2	65265	2	380477	10
2	65265	2	414943	14
2	65265	2	421033	8
2	65265	2	422510	9
2	65265	2	429972	9
2	65265	2	455028	8
2	65265	2	467838	9
2	65265	2	486817	9
2	65265	2	542390	11
2	65265	2	730970	9
2	71465	2	95059	135
2	71465	2	97402	152
2	71465	2	99601	77
2	71465	2	102360	101
2	71465	2	107437	47
2	71465	2	113581	41
2	71465	2	118500	39
2	71465	2	123381	32
2	71465	2	128146	39
2	71465	2	129871	30
2	71465	2	133258	26
2	71465	2	152882	23
2	71465	2	154410	23
2	71465	2	160950	30
2	71465	2	273716	14
2	71465	2	278991	10
2	71465	2	290117	13
2	71465	2	323620	7
2	71465	2	344212	10
2	71465	2	359367	13
2	71465	2	366540	8
2	71465	2	368032	7
2	71465	2	375119	9
2	71465	2	387102	8
2	71465	2	389582	10
2	71465	2	429972	7
2	71465	2	492269	8
2	71465	2	524207	7
2	71465	2	552031	7
2	71465	2	553516	7
2	71465	2	597681	7
2	71465	2	621992	6
2	71465	2	737797	8
2	71465	2	745651	10
2	74057	2	95059	126
2	74057	2	97402	274
2	74057	2	527771	18
2	74057	2	553516	17
2	75701	2	97402	142
2	75701	2	99601	111
2	75701	2	107437	56
2	75701	2	364482	15
2	75701	2	369715	8
2	75701	2	372293	14
2	75701	2	414943	8
2	75701	2	421033	9
2	75701	2	527771	7
2	75701	2	553516	9
2	76852	2	413372	8
2	77130	2	107437	37
2	77130	2	133258	21
2	77673	2	133258	48
2	77673	2	411671	7
2	81169	2	102360	84
2	81169	2	133258	58
2	81169	2	290117	20
2	81169	2	437804	17
2	81169	2	458794	9
2	81169	2	467838	12
2	81169	2	474127	11
2	81169	2	544545	7
2	81169	2	547513	7
2	81169	2	616878	9
2	81169	2	752962	8
2	81169	2	793642	7
2	86934	2	107437	105
2	86934	2	133258	89
2	86934	2	137328	43
2	86934	2	290117	14
2	86934	2	337328	9
2	86934	2	340549	12
2	86934	2	486817	16
2	91365	2	113581	165
2	91365	2	118500	178
2	91365	2	128146	88
2	91365	2	133258	86
2	91365	2	137328	42
2	91365	2	149998	29
2	91365	2	152882	72
2	91365	2	167917	25
2	91365	2	193504	29
2	91365	2	301976	11
2	91365	2	353543	19
2	91365	2	357000	12
2	91365	2	359367	12
2	91365	2	372293	28
2	91365	2	375119	9
2	91365	2	380477	8
2	91365	2	400155	9
2	91365	2	412983	11
2	91365	2	413372	10
2	91365	2	414943	12
2	91365	2	418784	8
2	91365	2	422510	12
2	91365	2	532885	8
2	91365	2	538141	14
2	93644	2	128146	56
2	93644	2	133258	58
2	93644	2	139637	35
2	93644	2	413372	10
2	93644	2	414943	11
2	93644	2	422510	9
2	95059	2	118500	179
2	95059	2	123381	140
2	95059	2	128146	79
2	95059	2	133258	78
2	95059	2	152882	49
2	95059	2	193504	32
2	95059	2	197093	16
2	95059	2	357000	10
2	95059	2	362662	18
2	95059	2	366540	8
2	95059	2	372293	9
2	95059	2	375119	10
2	95059	2	400155	8
2	95059	2	413372	9
2	95059	2	414943	11
2	95059	2	422510	8
2	95059	2	745651	8
2	97402	2	118500	258
2	97402	2	123381	240
2	97402	2	128146	124
2	97402	2	133258	140
2	97402	2	139637	52
2	97402	2	149998	59
2	97402	2	152882	67
2	97402	2	177394	25
2	97402	2	193504	28
2	97402	2	305529	12
2	97402	2	312591	14
2	97402	2	348939	15
2	97402	2	357000	14
2	97402	2	359367	10
2	97402	2	362662	8
2	97402	2	364482	13
2	97402	2	366540	16
2	97402	2	369715	14
2	97402	2	372293	14
2	97402	2	375119	12
2	97402	2	380477	27
2	97402	2	385687	9
2	97402	2	412447	12
2	97402	2	413372	8
2	97402	2	414943	8
2	97402	2	420443	7
2	97402	2	421033	9
2	97402	2	422510	14
2	97402	2	644946	13
2	97402	2	737797	12
2	97402	2	743260	12
2	99601	2	128146	111
2	99601	2	133258	109
2	99601	2	137328	70
2	99601	2	139637	61
2	99601	2	152882	50
2	99601	2	193504	24
2	99601	2	197093	17
2	99601	2	337328	11
2	99601	2	344212	7
2	99601	2	366540	11
2	99601	2	369715	9
2	99601	2	372293	26
2	99601	2	375119	15
2	99601	2	437804	11
2	99601	2	458794	12
2	99601	2	737797	9
2	102360	2	123381	115
2	102360	2	133258	63
2	102360	2	152882	28
2	102360	2	160950	29
2	102360	2	193504	19
2	102360	2	337328	9
2	102360	2	344212	8
2	102360	2	359367	9
2	102360	2	429972	15
2	102360	2	527771	6
2	102360	2	544545	6
2	102360	2	737797	6
2	107437	2	129871	68
2	107437	2	133258	112
2	107437	2	160950	36
2	107437	2	283653	9
2	107437	2	290117	14
2	107437	2	369715	7
2	107437	2	372293	13
2	107437	2	375119	13
2	107437	2	400155	9
2	109730	2	133258	53
2	113581	2	139637	83
2	113581	2	305529	13
2	113581	2	357000	7
2	113581	2	366540	9
2	113581	2	375119	10
2	113581	2	411671	7
2	113581	2	412447	8
2	113581	2	505806	6
2	118500	2	139637	156
2	118500	2	215163	17
2	118500	2	305529	11
2	118500	2	337328	22
2	118500	2	340549	9
2	118500	2	344212	9
2	118500	2	412447	10
2	118500	2	413372	8
2	118500	2	502988	6
2	118500	2	505806	8
2	123381	2	215163	23
2	123381	2	276214	20
2	123381	2	278991	21
2	123381	2	337328	20
2	123381	2	340549	15
2	123381	2	344212	14
2	123381	2	357000	10
2	123381	2	385687	10
2	123381	2	413372	14
2	123381	2	422510	9
2	123381	2	632651	6
2	128146	2	149998	125
2	128146	2	152882	156
2	128146	2	164535	51
2	128146	2	278991	19
2	128146	2	280734	11
2	128146	2	353543	11
2	128146	2	357000	11
2	128146	2	359367	9
2	128146	2	369715	10
2	128146	2	372293	22
2	128146	2	375119	11
2	128146	2	397286	9
2	128146	2	400155	8
2	128146	2	402459	10
2	128146	2	412447	7
2	128146	2	413372	20
2	128146	2	414943	9
2	128146	2	421033	11
2	128146	2	422510	10
2	133258	2	154410	74
2	133258	2	156794	96
2	133258	2	160950	139
2	133258	2	177394	54
2	133258	2	190351	62
2	133258	2	193504	58
2	133258	2	197093	49
2	133258	2	268119	22
2	133258	2	276214	14
2	133258	2	278991	23
2	133258	2	283653	12
2	133258	2	290117	53
2	133258	2	296818	13
2	133258	2	301976	16
2	133258	2	305529	16
2	133258	2	323620	8
2	133258	2	330210	8
2	133258	2	337328	15
2	133258	2	340549	17
2	133258	2	344212	8
2	133258	2	348939	17
2	133258	2	355721	9
2	133258	2	357000	12
2	133258	2	362662	15
2	133258	2	364482	14
2	133258	2	372293	21
2	133258	2	375119	15
2	133258	2	413372	10
2	133258	2	414943	16
2	133258	2	416808	10
2	133258	2	422510	14
2	133258	2	455028	11
2	133258	2	527771	7
2	133258	2	532885	6
2	133258	2	538141	11
2	137328	2	177394	55
2	137328	2	190351	43
2	137328	2	273716	17
2	137328	2	276214	17
2	137328	2	357000	9
2	137328	2	366540	13
2	137328	2	413372	11
2	137328	2	418784	10
2	139637	2	167917	69
2	139637	2	190351	43
2	139637	2	193504	43
2	139637	2	312591	13
2	139637	2	357000	10
2	139637	2	366540	9
2	139637	2	369715	9
2	139637	2	372293	11
2	139637	2	414943	14
2	139637	2	437804	8
2	149998	2	177394	110
2	149998	2	190351	73
2	149998	2	193504	87
2	149998	2	245669	29
2	149998	2	353543	16
2	149998	2	372293	9
2	149998	2	385687	14
2	149998	2	400155	10
2	149998	2	414943	13
2	149998	2	743260	7
2	152882	2	177394	219
2	152882	2	182268	113
2	152882	2	187702	58
2	152882	2	189076	89
2	152882	2	190351	83
2	152882	2	193504	182
2	152882	2	197093	76
2	152882	2	268119	27
2	152882	2	301976	12
2	152882	2	357000	16
2	152882	2	359367	19
2	152882	2	369715	11
2	152882	2	385687	14
2	152882	2	403313	7
2	152882	2	413372	12
2	152882	2	414943	13
2	152882	2	421033	13
2	156794	2	193504	101
2	156794	2	197093	50
2	156794	2	215163	34
2	156794	2	375119	11
2	156794	2	422510	10
2	160950	2	193504	226
2	160950	2	197093	106
2	160950	2	198548	46
2	160950	2	215163	35
2	160950	2	357000	14
2	160950	2	359367	17
2	160950	2	400155	15
2	160950	2	412447	18
2	160950	2	413372	17
2	160950	2	414943	12
2	160950	2	421033	10
2	160950	2	481460	10
2	164535	2	190351	65
2	164535	2	193504	75
2	164535	2	250086	24
2	164535	2	276214	13
2	164535	2	278991	18
2	167917	2	189076	83
2	167917	2	190351	192
2	167917	2	193504	171
2	167917	2	197093	89
2	167917	2	215163	43
2	167917	2	222491	41
2	167917	2	276214	35
2	167917	2	278991	36
2	167917	2	366540	11
2	167917	2	375119	10
2	167917	2	412447	10
2	167917	2	414943	10
2	167917	2	418784	9
2	167917	2	422510	9
2	177394	2	215163	78
2	177394	2	218318	62
2	177394	2	276214	20
2	177394	2	278991	38
2	177394	2	312591	19
2	177394	2	333277	10
2	177394	2	337328	31
2	177394	2	340549	16
2	177394	2	342342	17
2	177394	2	344212	12
2	177394	2	357000	15
2	177394	2	359367	17
2	177394	2	366540	11
2	177394	2	372293	15
2	177394	2	414943	10
2	177394	2	421033	13
2	177394	2	602709	9
2	182268	2	276214	19
2	182268	2	278991	28
2	182268	2	312591	15
2	182268	2	337328	18
2	182268	2	340549	19
2	182268	2	357000	11
2	182268	2	372293	10
2	182268	2	413372	14
2	182268	2	414943	18
2	184519	2	208923	127
2	184519	2	215163	77
2	184519	2	273716	23
2	184519	2	276214	19
2	184519	2	278991	33
2	184519	2	280734	21
2	184519	2	305529	13
2	185952	2	208923	88
2	185952	2	215163	143
2	185952	2	273716	38
2	185952	2	276214	45
2	185952	2	278991	56
2	185952	2	305529	29
2	187702	2	208923	134
2	187702	2	215163	89
2	187702	2	218318	63
2	187702	2	222491	64
2	187702	2	228881	34
2	187702	2	232912	25
2	187702	2	271446	32
2	187702	2	273716	16
2	187702	2	276214	30
2	187702	2	278991	17
2	187702	2	280734	19
2	187702	2	283653	25
2	187702	2	290117	50
2	187702	2	301976	17
2	187702	2	305529	16
2	187702	2	312591	13
2	187702	2	337328	13
2	187702	2	340549	11
2	187702	2	357000	14
2	187702	2	359367	14
2	187702	2	368032	9
2	187702	2	372293	14
2	187702	2	375119	9
2	187702	2	467838	8
2	189076	2	215163	106
2	189076	2	218318	65
2	189076	2	222491	58
2	189076	2	234720	41
2	189076	2	273716	20
2	189076	2	276214	23
2	189076	2	290117	24
2	189076	2	312591	13
2	189076	2	353543	16
2	189076	2	366540	11
2	189076	2	372293	11
2	190351	2	210714	90
2	190351	2	215163	217
2	190351	2	218318	150
2	190351	2	222491	141
2	190351	2	227042	63
2	190351	2	228881	43
2	190351	2	232912	40
2	190351	2	234720	79
2	190351	2	271446	25
2	190351	2	273716	45
2	190351	2	276214	50
2	190351	2	277559	44
2	190351	2	278991	51
2	190351	2	283653	26
2	190351	2	290117	79
2	190351	2	301976	27
2	190351	2	305529	24
2	190351	2	312591	19
2	190351	2	337328	14
2	190351	2	340549	32
2	190351	2	344212	22
2	190351	2	353543	24
2	190351	2	357000	27
2	190351	2	362662	13
2	190351	2	364482	22
2	190351	2	366540	14
2	190351	2	368032	10
2	190351	2	369715	15
2	190351	2	372293	20
2	190351	2	375119	10
2	190351	2	437804	16
2	193504	2	215163	337
2	193504	2	218318	157
2	193504	2	227042	108
2	193504	2	228881	51
2	193504	2	232912	119
2	193504	2	234720	123
2	193504	2	237231	71
2	193504	2	239170	99
2	193504	2	241756	49
2	193504	2	245669	174
2	193504	2	250086	119
2	193504	2	251864	53
2	193504	2	268119	92
2	193504	2	271446	73
2	193504	2	273716	79
2	193504	2	276214	84
2	193504	2	277559	28
2	193504	2	278991	78
2	193504	2	280734	59
2	193504	2	283653	45
2	193504	2	290117	107
2	193504	2	299478	23
2	193504	2	301976	21
2	193504	2	305529	60
2	193504	2	312591	29
2	193504	2	323620	19
2	193504	2	348939	22
2	193504	2	357000	24
2	193504	2	362662	11
2	193504	2	364482	26
2	193504	2	366540	15
2	193504	2	369715	22
2	193504	2	372293	33
2	193504	2	375119	16
2	193504	2	380477	18
2	193504	2	400155	24
2	193504	2	402459	10
2	193504	2	408207	11
2	193504	2	412447	11
2	193504	2	413372	12
2	193504	2	414943	18
2	193504	2	418784	10
2	193504	2	421033	9
2	193504	2	455028	11
2	193504	2	538141	11
2	193504	2	540541	8
2	193504	2	542390	17
2	193504	2	602709	21
2	197093	2	218318	154
2	197093	2	218971	54
2	197093	2	234720	48
2	197093	2	239170	45
2	197093	2	241756	54
2	197093	2	245669	93
2	197093	2	250086	78
2	197093	2	268119	46
2	197093	2	271446	26
2	197093	2	273716	30
2	197093	2	276214	35
2	197093	2	278991	37
2	197093	2	280734	24
2	197093	2	283653	32
2	197093	2	290117	53
2	197093	2	296818	13
2	197093	2	305529	17
2	197093	2	348939	12
2	197093	2	353543	17
2	197093	2	362662	14
2	197093	2	369715	15
2	197093	2	372293	17
2	197093	2	400155	18
2	197093	2	402459	13
2	197093	2	412447	10
2	197093	2	414943	18
2	197093	2	421033	11
2	198548	2	290117	23
2	200512	2	259259	29
2	200512	2	276214	17
2	200512	2	290117	24
2	200512	2	323620	13
2	200512	2	344212	12
2	205464	2	276214	50
2	205464	2	278991	60
2	205464	2	283653	28
2	205464	2	357000	20
2	205464	2	538141	7
2	205464	2	635563	7
2	208923	2	231015	71
2	208923	2	232912	87
2	208923	2	234720	103
2	208923	2	237231	102
2	208923	2	239170	52
2	208923	2	245669	146
2	208923	2	250086	79
2	208923	2	251864	44
2	208923	2	273716	28
2	208923	2	276214	41
2	208923	2	278991	40
2	208923	2	296818	14
2	210714	2	245669	57
2	210714	2	278991	28
2	215163	2	237231	100
2	215163	2	239170	95
2	215163	2	241756	117
2	215163	2	245669	178
2	215163	2	250086	127
2	215163	2	251864	49
2	215163	2	266271	24
2	215163	2	268119	54
2	215163	2	269734	25
2	215163	2	271446	34
2	215163	2	276214	27
2	215163	2	278991	35
2	215163	2	280734	37
2	215163	2	290117	69
2	215163	2	296818	15
2	215163	2	305529	17
2	215163	2	337328	14
2	215163	2	359367	16
2	218318	2	245669	187
2	218318	2	250086	74
2	218318	2	268119	61
2	218318	2	290117	45
2	218971	2	323620	21
2	222491	2	268119	68
2	222491	2	271446	44
2	227042	2	276214	38
2	227042	2	278991	31
2	231015	2	271446	34
2	231015	2	276214	39
2	232912	2	268119	52
2	232912	2	276214	42
2	232912	2	278991	42
2	234720	2	268119	68
2	234720	2	276214	46
2	234720	2	290117	41
2	237231	2	268119	87
2	237231	2	276214	48
2	237231	2	278991	45
2	237231	2	290117	48
2	239170	2	268119	77
2	239170	2	269734	41
2	239170	2	271446	45
2	239170	2	276214	49
2	239170	2	278991	54
2	239170	2	290117	59
2	241756	2	268119	100
2	241756	2	273716	82
2	241756	2	276214	50
2	241756	2	278991	73
2	241756	2	290117	77
2	245669	2	268119	347
2	245669	2	271446	248
2	245669	2	273716	178
2	245669	2	276214	166
2	245669	2	277559	101
2	245669	2	278991	186
2	245669	2	280734	80
2	245669	2	283653	152
2	245669	2	290117	236
2	245669	2	301976	47
2	245669	2	305529	55
2	245669	2	312591	40
2	245669	2	353543	19
2	245669	2	357000	26
2	245669	2	366540	25
2	245669	2	369715	16
2	245669	2	372293	26
2	245669	2	375119	21
2	245669	2	532885	9
2	245669	2	538141	14
2	245669	2	635563	8
2	248006	2	268119	68
2	248006	2	273716	66
2	248006	2	276214	72
2	248006	2	278991	61
2	248006	2	290117	37
2	250086	2	271446	169
2	250086	2	273716	171
2	250086	2	276214	147
2	250086	2	277559	82
2	250086	2	278991	150
