chr1	locus1	chr2	locus2	freq
1	130646	3	60064	6
1	130646	3	67365	13
1	130646	3	71085	12
1	130646	3	76840	22
1	130646	3	80721	16
1	130646	3	85559	15
1	130646	3	96173	8
1	130646	3	121547	25
1	130646	3	127402	13
1	130646	3	128908	15
1	130646	3	130213	12
1	130646	3	141492	10
1	130646	3	153231	10
1	130646	3	154372	10
1	130646	3	156378	12
1	130646	3	158715	7
1	130646	3	171686	6
1	130646	3	182305	9
1	130646	3	186518	12
1	134566	3	96173	9
1	147791	3	33556	6
1	147791	3	76840	6
1	147791	3	80721	17
1	147791	3	108179	12
1	147791	3	116928	9
1	147791	3	121547	10
1	147791	3	127402	8
1	147791	3	130213	11
1	147791	3	134426	11
1	147791	3	161017	7
1	149706	3	112281	8
1	149706	3	116928	19
1	149706	3	121547	18
1	151287	3	121547	7
1	151287	3	126012	7
1	152394	3	105541	6
1	154558	3	80721	13
1	154558	3	85559	12
1	154558	3	105541	8
1	154558	3	108179	19
1	154558	3	112281	16
1	154558	3	116928	10
1	161357	3	112281	7
1	161357	3	116928	14
1	167621	3	25729	8
1	167621	3	52277	6
1	167621	3	60064	13
1	167621	3	65715	6
1	167621	3	71085	6
1	167621	3	85559	13
1	167621	3	96173	11
1	167621	3	108179	12
1	167621	3	116928	10
1	167621	3	121547	9
1	167621	3	127402	6
1	167621	3	128908	8
1	167621	3	137763	11
1	171164	3	60064	7
1	171164	3	96173	9
1	171164	3	105541	7
1	171164	3	108179	9
1	174886	3	47306	9
1	174886	3	52277	8
1	174886	3	67365	8
1	174886	3	71085	7
1	174886	3	96173	8
1	174886	3	121547	7
1	174886	3	127402	17
1	174886	3	130213	10
1	174886	3	134426	10
1	174886	3	137763	11
1	174886	3	192182	8
1	180329	3	39135	7
1	180329	3	47306	6
1	180329	3	121547	9
1	180329	3	263274	14
1	184795	3	121547	6
1	184795	3	130213	6
1	186272	3	11811	6
1	186272	3	15939	11
1	186272	3	47306	7
1	186272	3	52277	8
1	186272	3	108179	12
1	186272	3	116928	6
1	187825	3	108179	7
1	188722	3	60064	9
1	188722	3	116928	6
1	191604	3	15939	7
1	191604	3	43406	8
1	191604	3	52277	7
1	191604	3	60064	6
1	191604	3	112281	9
1	191604	3	128908	7
1	191604	3	134426	6
1	199404	3	47306	6
1	199404	3	49756	6
1	199404	3	52277	8
1	204567	3	807	10
1	204567	3	47306	9
1	31834	4	393856	15
1	31834	4	400135	8
1	45869	4	384476	10
1	45869	4	390238	6
1	45869	4	400135	14
1	45869	4	420885	8
1	45869	4	426208	8
1	45869	4	432170	8
1	45869	4	436612	12
1	77522	4	400135	6
1	77522	4	426208	7
1	79041	4	400135	8
1	80059	4	426208	10
1	87388	4	360935	8
1	87388	4	454894	7
1	101871	4	384476	10
1	101871	4	431281	7
1	101871	4	444094	6
1	101871	4	450199	8
1	101871	4	452531	6
1	101871	4	458576	6
1	101871	4	472969	6
1	108107	4	89288	6
1	108107	4	360935	7
1	108107	4	372734	9
1	108107	4	374028	8
1	108107	4	384476	11
1	108107	4	400135	12
1	108107	4	420885	11
1	108107	4	426208	11
1	108107	4	431281	19
1	108107	4	432170	7
1	108107	4	436612	17
1	108107	4	438813	13
1	108107	4	440905	8
1	108107	4	444094	13
1	108107	4	445991	12
1	108107	4	450199	11
1	108107	4	467170	9
1	108107	4	472969	9
1	108107	4	494001	19
1	108107	4	499987	17
1	108107	4	607317	11
1	108107	4	743625	11
1	108107	4	747243	6
1	116051	4	77530	6
1	116051	4	89288	6
1	116051	4	360935	6
1	116051	4	368330	13
1	116051	4	374028	11
1	116051	4	384476	6
1	116051	4	393856	17
1	116051	4	400135	10
1	116051	4	413878	20
1	116051	4	420885	9
1	116051	4	426208	18
1	116051	4	431281	10
1	116051	4	432170	6
1	116051	4	432918	6
1	116051	4	436612	12
1	116051	4	438813	13
1	116051	4	440905	12
1	116051	4	447899	6
1	116051	4	450199	14
1	116051	4	452531	9
1	116051	4	461284	14
1	116051	4	480092	17
1	116051	4	487670	16
1	116051	4	489872	7
1	116051	4	494001	15
1	116051	4	498070	7
1	116051	4	499987	6
1	120304	4	393856	14
1	120304	4	400135	15
1	120304	4	406139	8
1	120304	4	413878	29
1	120304	4	426208	13
1	120304	4	431281	9
1	120304	4	434783	8
1	120304	4	436612	16
1	120304	4	438813	8
1	120304	4	440905	9
1	120304	4	444094	7
1	120304	4	445991	8
1	120304	4	447899	11
1	120304	4	450199	10
1	120304	4	452531	12
1	120304	4	461284	20
1	120304	4	480092	8
1	120304	4	487670	9
1	120304	4	494001	8
1	122059	4	400135	6
1	122059	4	494001	6
1	122885	4	400135	9
1	122885	4	431281	9
1	122885	4	432170	6
1	122885	4	444094	10
1	122885	4	450199	6
1	122885	4	461284	10
1	125166	4	393856	11
1	125166	4	400135	6
1	125166	4	413878	10
1	125166	4	426208	7
1	125166	4	432170	7
1	125166	4	436612	6
1	125166	4	440905	6
1	125166	4	461284	17
1	125166	4	480092	10
1	125166	4	487670	6
1	125166	4	499987	7
1	130646	4	404105	6
1	130646	4	431281	8
1	130646	4	432170	11
1	130646	4	432918	13
1	130646	4	436612	17
1	130646	4	444094	10
1	130646	4	445991	9
1	130646	4	447899	9
1	130646	4	450199	15
1	130646	4	461284	16
1	130646	4	480092	17
1	130646	4	487670	26
1	130646	4	489872	6
1	130646	4	494001	8
1	134566	4	454894	11
1	134566	4	625575	6
1	140853	4	444094	6
1	140853	4	445991	6
1	140853	4	447899	7
1	140853	4	450199	8
1	147791	4	393856	10
1	147791	4	420885	7
1	147791	4	426208	14
1	147791	4	436612	26
1	147791	4	444094	8
1	147791	4	445991	6
1	147791	4	447899	13
1	147791	4	450199	34
1	147791	4	452531	21
1	147791	4	461284	13
1	149706	4	442783	10
1	149706	4	444094	8
1	149706	4	445991	11
1	149706	4	447899	11
1	149706	4	450199	51
1	149706	4	452531	30
1	149706	4	458576	6
1	149706	4	461284	27
1	151287	4	444094	6
1	151287	4	445991	12
1	151287	4	447899	8
1	151287	4	450199	9
1	151287	4	452531	13
1	151287	4	458576	9
1	152394	4	445991	7
1	152394	4	447899	6
1	154558	4	438813	11
1	154558	4	440905	7
1	154558	4	442783	11
1	154558	4	444094	23
1	154558	4	445991	18
1	154558	4	447899	7
1	154558	4	450199	7
1	154558	4	452531	7
1	161357	4	434783	6
1	161357	4	436612	12
1	161357	4	445991	8
1	161357	4	447899	6
1	161357	4	450199	15
1	161357	4	452531	6
1	167621	4	368330	6
1	167621	4	413878	6
1	167621	4	436612	14
1	167621	4	438813	6
1	167621	4	444094	10
1	167621	4	445991	9
1	167621	4	447899	7
1	167621	4	452531	6
1	167621	4	461284	16
1	167621	4	480092	8
1	167621	4	487670	10
1	167621	4	494001	9
1	174886	4	445991	12
1	174886	4	447899	6
1	174886	4	450199	10
1	174886	4	452531	6
1	174886	4	461284	12
1	180329	4	413878	13
1	184795	4	450199	8
1	184795	4	452531	10
1	184795	4	461284	7
1	186272	4	393856	9
1	186272	4	447899	6
1	186272	4	461284	9
1	186272	4	487670	9
1	188722	4	413878	7
1	188722	4	445991	6
1	188722	4	461284	6
1	191604	4	360935	9
1	191604	4	400135	8
1	191604	4	413878	7
1	191604	4	444094	6
1	191604	4	461284	6
1	204567	4	445991	6
1	31834	5	190224	8
1	31834	5	315506	6
1	31834	5	347339	13
1	45869	5	54216	6
1	45869	5	59717	9
1	45869	5	64226	8
1	45869	5	114288	9
1	45869	5	190224	9
1	45869	5	223021	7
1	45869	5	263513	6
1	45869	5	264863	6
1	45869	5	342423	9
1	45869	5	347339	7
1	45869	5	351755	15
1	45869	5	357174	8
1	45869	5	365329	14
1	71123	5	28165	9
1	71123	5	110109	11
1	71123	5	129827	6
1	77522	5	32706	6
1	77522	5	114288	6
1	77522	5	129827	8
1	79041	5	32706	7
1	80059	5	114288	6
1	87388	5	77479	6
1	87388	5	96600	8
1	87388	5	114288	9
1	87388	5	121933	7
1	87388	5	261696	12
1	101871	5	30547	7
1	101871	5	129827	7
1	101871	5	177742	10
1	108107	5	30547	6
1	108107	5	32706	8
1	108107	5	82143	7
1	108107	5	85047	6
1	108107	5	114288	10
1	108107	5	121933	8
1	108107	5	163912	7
1	108107	5	190224	17
1	108107	5	197380	9
1	108107	5	207955	10
1	108107	5	211308	18
1	108107	5	225190	14
1	116051	5	59717	7
1	116051	5	64226	7
1	116051	5	66519	7
1	116051	5	85047	8
1	116051	5	88358	6
1	116051	5	89693	10
1	116051	5	91565	8
1	116051	5	114288	11
1	116051	5	115618	7
1	116051	5	129827	10
1	116051	5	141698	13
1	116051	5	164907	6
1	116051	5	190224	18
1	116051	5	203160	7
1	116051	5	207955	12
1	116051	5	211308	8
1	116051	5	223021	8
1	120304	5	24797	9
1	120304	5	32706	9
1	120304	5	89693	6
1	120304	5	91565	10
1	120304	5	110109	6
1	120304	5	114288	7
1	120304	5	115618	7
1	120304	5	121933	7
1	120304	5	129827	6
1	120304	5	133736	9
1	120304	5	141698	6
1	120304	5	154461	12
1	120304	5	190224	16
1	120304	5	203160	6
1	120304	5	300977	7
1	122885	5	114288	10
1	122885	5	133736	11
1	122885	5	177742	13
1	122885	5	211308	6
1	122885	5	269749	6
1	125166	5	141698	15
1	125166	5	163912	6
1	125166	5	177742	13
1	130646	5	24797	6
1	130646	5	38308	9
1	130646	5	77479	8
1	130646	5	91565	9
1	130646	5	100639	8
1	130646	5	114288	7
1	130646	5	121933	7
1	130646	5	129827	7
1	130646	5	133736	15
1	130646	5	154461	16
1	130646	5	155627	6
1	130646	5	163912	8
1	130646	5	164907	16
1	130646	5	166959	7
1	130646	5	177742	24
1	130646	5	190224	10
1	130646	5	203160	7
1	130646	5	207955	12
1	134566	5	177742	20
1	147791	5	114288	6
1	147791	5	141698	6
1	147791	5	154461	13
1	147791	5	155627	10
1	147791	5	163912	7
1	147791	5	164907	6
1	147791	5	166959	6
1	147791	5	177742	7
1	149706	5	129827	9
1	149706	5	163912	7
1	151287	5	159704	7
1	154558	5	155627	8
1	154558	5	159704	7
1	161357	5	155627	6
1	161357	5	159704	12
1	167621	5	89693	6
1	167621	5	114288	7
1	167621	5	137734	6
1	167621	5	141698	14
1	167621	5	155627	10
1	167621	5	177742	9
1	167621	5	190224	11
1	167621	5	207955	6
1	171164	5	91565	7
1	171164	5	190224	12
1	174886	5	163912	8
1	174886	5	190224	7
1	180329	5	129827	8
1	180329	5	207955	9
1	186272	5	190224	8
1	188722	5	32706	10
1	191604	5	207955	8
1	199404	5	101202	6
1	204567	5	190224	6
1	5091	6	24635	8
1	5091	6	37447	17
1	5091	6	243206	9
1	26147	6	184766	9
1	26147	6	230306	10
1	26147	6	267167	7
1	31834	6	20759	6
1	31834	6	22007	7
1	31834	6	24635	12
1	31834	6	28796	6
1	31834	6	30813	7
1	31834	6	37447	21
1	31834	6	42477	14
1	31834	6	154202	12
1	31834	6	184766	9
1	31834	6	216686	7
1	31834	6	221599	11
1	31834	6	230306	6
1	31834	6	232974	8
1	45869	6	28796	6
1	45869	6	73308	9
1	45869	6	83234	6
1	45869	6	93024	10
1	45869	6	109432	6
1	45869	6	178716	7
1	45869	6	184766	7
1	45869	6	221599	11
1	45869	6	230306	9
1	45869	6	263029	7
1	57623	6	221599	6
1	60374	6	103458	20
1	60374	6	109432	6
1	60374	6	221599	6
1	71123	6	103458	6
1	71123	6	158792	6
1	71123	6	184766	6
1	77522	6	48413	19
1	77522	6	52155	13
1	77522	6	103458	12
1	77522	6	137206	6
1	77522	6	148681	7
1	77522	6	181973	7
1	77522	6	184766	14
1	77522	6	200010	7
1	77522	6	243206	8
1	77522	6	249743	8
1	79041	6	37447	8
1	79041	6	52155	6
1	79041	6	178716	7
1	79041	6	184766	6
1	80059	6	48413	8
1	80059	6	52155	8
1	80059	6	67957	9
1	80059	6	69990	7
1	80059	6	148681	10
1	80059	6	249743	8
1	87388	6	24635	7
1	87388	6	37447	13
1	87388	6	48413	13
1	87388	6	52155	16
1	87388	6	103458	19
1	87388	6	154202	9
1	87388	6	178716	7
1	87388	6	181973	11
1	87388	6	184766	13
1	87388	6	214353	6
1	87388	6	230306	6
1	87388	6	232974	6
1	95477	6	48413	9
1	95477	6	93024	8
1	95477	6	109432	10
1	95477	6	116383	8
1	95477	6	120989	8
1	95477	6	126496	6
1	95477	6	129557	6
1	95477	6	178716	8
1	95477	6	184766	10
1	98441	6	109432	7
1	98441	6	112984	7
1	98441	6	116383	7
1	98441	6	120989	6
1	98441	6	129557	10
1	98441	6	163563	8
1	98441	6	184766	8
1	101871	6	103458	6
1	101871	6	163563	6
1	108107	6	20759	10
1	108107	6	24635	6
1	108107	6	28796	8
1	108107	6	37447	28
1	108107	6	67957	28
1	108107	6	83234	11
1	108107	6	85230	7
1	108107	6	86756	8
1	108107	6	93024	15
1	108107	6	103458	18
1	108107	6	109432	33
1	108107	6	112984	18
1	108107	6	116383	25
1	108107	6	120989	23
1	108107	6	154202	42
1	108107	6	163563	13
1	108107	6	174789	58
1	108107	6	178716	10
1	108107	6	181973	14
1	108107	6	184766	14
1	108107	6	200010	10
1	108107	6	203030	10
1	108107	6	205912	10
1	108107	6	209793	6
1	108107	6	221599	17
1	108107	6	243206	9
1	116051	6	37447	15
1	116051	6	42477	6
1	116051	6	48413	23
1	116051	6	52155	15
1	116051	6	55557	7
1	116051	6	60843	9
1	116051	6	67957	18
1	116051	6	73308	13
1	116051	6	93024	6
1	116051	6	103458	21
1	116051	6	109432	26
1	116051	6	112984	19
1	116051	6	120989	8
1	116051	6	123588	12
1	116051	6	126496	23
1	116051	6	129557	23
1	116051	6	131652	20
1	116051	6	154202	24
1	116051	6	158792	15
1	116051	6	163563	8
1	116051	6	174789	23
1	116051	6	178716	7
1	116051	6	184766	20
1	116051	6	192782	6
1	116051	6	214353	7
1	116051	6	227213	7
1	116051	6	243206	14
1	120304	6	48413	12
1	120304	6	60843	10
1	120304	6	86756	6
1	120304	6	103458	6
1	120304	6	109432	6
1	120304	6	112984	12
1	120304	6	116383	10
1	120304	6	120989	11
1	120304	6	123588	6
1	120304	6	126496	17
1	120304	6	129557	11
1	120304	6	131652	12
1	120304	6	154202	16
1	120304	6	158792	11
1	120304	6	174789	32
1	120304	6	181973	7
1	120304	6	184766	7
1	120304	6	209793	6
1	120304	6	243206	9
1	120304	6	249743	10
1	122885	6	112984	12
1	122885	6	116383	9
1	122885	6	120989	8
1	122885	6	126496	10
1	122885	6	129557	11
1	122885	6	154202	8
1	122885	6	158792	6
1	122885	6	174789	10
1	122885	6	178716	6
1	122885	6	209793	6
1	125166	6	48413	7
1	125166	6	55557	7
1	125166	6	93024	6
1	125166	6	109432	14
1	125166	6	112984	9
1	125166	6	116383	6
1	125166	6	120989	11
1	125166	6	126496	7
1	125166	6	129557	9
1	125166	6	131652	7
1	125166	6	154202	18
1	125166	6	163563	12
1	125166	6	174789	6
1	125166	6	178716	7
1	125166	6	181973	6
1	125166	6	205912	6
1	125166	6	214353	7
1	125166	6	216686	6
1	130646	6	20759	7
1	130646	6	24635	6
1	130646	6	37447	13
1	130646	6	42477	16
1	130646	6	44604	7
1	130646	6	48413	6
1	130646	6	55557	13
1	130646	6	67957	6
1	130646	6	83234	7
1	130646	6	86756	8
1	130646	6	109432	16
1	130646	6	112984	16
1	130646	6	116383	12
1	130646	6	120989	15
1	130646	6	123588	16
1	130646	6	131652	16
1	130646	6	137206	15
1	130646	6	144941	13
1	130646	6	148681	11
1	130646	6	150862	7
1	130646	6	154202	55
1	130646	6	158792	12
1	130646	6	163563	18
1	130646	6	174789	45
1	130646	6	178716	18
1	130646	6	180668	6
1	130646	6	181973	9
1	130646	6	184766	12
1	130646	6	200010	9
1	130646	6	203030	7
1	130646	6	209793	6
1	130646	6	214353	8
1	130646	6	230306	9
1	130646	6	249743	7
1	134566	6	154202	11
1	140853	6	178716	7
1	147791	6	48413	9
1	147791	6	67957	8
1	147791	6	103458	10
1	147791	6	109432	10
1	147791	6	112984	12
1	147791	6	120989	12
1	147791	6	129557	8
1	147791	6	131652	8
1	147791	6	137206	8
1	147791	6	148681	21
1	147791	6	151358	6
1	147791	6	154202	32
1	147791	6	158792	18
1	147791	6	163563	8
1	147791	6	169545	6
1	147791	6	178716	9
1	147791	6	181973	16
1	147791	6	184766	8
1	147791	6	192782	6
1	147791	6	209793	6
1	149706	6	151358	9
1	149706	6	154202	49
1	149706	6	178716	8
1	149706	6	180668	6
1	149706	6	181973	8
1	149706	6	184766	10
1	151287	6	151358	8
1	151287	6	184766	6
1	154558	6	112984	6
1	154558	6	150862	10
1	154558	6	151358	9
1	154558	6	154202	12
1	161357	6	109432	7
1	161357	6	112984	7
1	161357	6	148681	17
1	161357	6	169545	9
1	161357	6	174789	7
1	167621	6	60843	7
1	167621	6	67957	9
1	167621	6	103458	19
1	167621	6	109432	12
1	167621	6	112984	9
1	167621	6	116383	12
1	167621	6	120989	10
1	167621	6	123588	14
1	167621	6	126496	13
1	167621	6	129557	8
1	167621	6	131652	6
1	167621	6	137206	6
1	167621	6	148681	10
1	167621	6	149861	8
1	167621	6	154202	25
1	167621	6	158792	10
1	167621	6	174789	9
1	167621	6	178716	9
1	167621	6	184766	6
1	171164	6	154202	32
1	171164	6	178716	9
1	171164	6	184766	10
1	174886	6	48413	8
1	174886	6	82219	7
1	174886	6	93024	6
1	174886	6	109432	7
1	174886	6	112984	9
1	174886	6	116383	11
1	174886	6	126496	21
1	174886	6	129557	10
1	174886	6	131652	6
1	174886	6	154202	31
1	174886	6	163563	11
1	174886	6	174789	23
1	174886	6	184766	9
1	180329	6	52155	9
1	180329	6	109432	8
1	180329	6	116383	7
1	180329	6	126496	6
1	180329	6	163563	6
1	180329	6	174789	6
1	180329	6	181973	7
1	180329	6	184766	6
1	184795	6	52155	7
1	184795	6	116383	7
1	184795	6	126496	6
1	184795	6	131652	8
1	184795	6	154202	9
1	184795	6	174789	16
1	184795	6	178716	8
1	184795	6	184766	8
1	186272	6	37447	6
1	186272	6	112984	13
1	186272	6	154202	11
1	186272	6	158792	8
1	186272	6	174789	10
1	187825	6	20759	7
1	187825	6	103458	16
1	187825	6	120989	6
1	187825	6	131652	6
1	188722	6	37447	11
1	188722	6	109432	6
1	188722	6	123588	6
1	188722	6	127715	6
1	188722	6	154202	7
1	188722	6	158792	8
1	188722	6	214353	10
1	191604	6	24635	9
1	191604	6	28796	6
1	191604	6	37447	6
1	191604	6	109432	9
1	191604	6	120989	8
1	191604	6	126496	7
1	191604	6	154202	13
1	191604	6	158792	7
1	191604	6	174789	11
1	191604	6	192782	6
1	191604	6	205912	6
1	196340	6	109432	7
1	199404	6	48413	6
1	199404	6	112984	6
1	199404	6	126496	7
1	199404	6	174789	7
1	204567	6	52155	6
1	204567	6	93024	6
1	204567	6	103458	8
1	204567	6	158792	6
1	204567	6	174789	6
1	204567	6	178716	7
1	204567	6	181973	6
1	204567	6	263029	8
1	31834	7	279556	7
1	31834	7	386298	6
1	31834	7	551989	9
1	45869	7	406600	8
1	45869	7	414266	10
